instance_family,node_count,salesman_count,solver,runs,avg_objective,avg_time_seconds,avg_step_time_seconds,valid_runs
high-m-stress,100,2,lkh-wrapper-v4,1,258.861207,0.003148,0.003133,1
high-m-stress,100,2,lkh-wrapper-v5,1,318.458662,0.010548,0.010517,1
high-m-stress,100,2,lkh-wrapper-v6,1,328.238818,0.015601,0.015584,1
high-m-stress,100,3,lkh-wrapper-v4,1,277.772688,0.004172,0.004157,1
high-m-stress,100,3,lkh-wrapper-v5,1,359.358354,0.010298,0.010271,1
high-m-stress,100,3,lkh-wrapper-v6,1,394.9526,0.012499,0.01246,1
high-m-stress,100,5,lkh-wrapper-v4,1,345.389876,0.003061,0.003046,1
high-m-stress,100,5,lkh-wrapper-v5,1,472.997098,0.010742,0.010701,1
high-m-stress,100,5,lkh-wrapper-v6,1,639.058004,4.500149,4.500108,1
high-m-stress,200,2,lkh-wrapper-v4,1,699.023519,0.00844,0.008408,1
high-m-stress,200,2,lkh-wrapper-v5,1,686.530923,0.02461,0.024562,1
high-m-stress,200,2,lkh-wrapper-v6,1,715.476265,0.024514,0.024487,1
high-m-stress,200,3,lkh-wrapper-v4,1,659.194017,0.006249,0.006211,1
high-m-stress,200,3,lkh-wrapper-v5,1,712.0287,0.027003,0.026959,1
high-m-stress,200,3,lkh-wrapper-v6,1,864.845083,0.03621,0.036176,1
high-m-stress,200,5,lkh-wrapper-v4,1,773.478996,0.010513,0.010469,1
high-m-stress,200,5,lkh-wrapper-v5,1,755.185595,0.029696,0.029663,1
high-m-stress,200,5,lkh-wrapper-v6,1,966.034152,0.041914,0.041878,1
