instance,n,m,mode,time_seconds,n_routes,valid,sum,makespan,min_route,range,std,gini,balance_ratio,n_nonempty
n500_m3_r03.txt,500,3,minsum_balanced,33.771780490875244,3,True,1.6895397867053994,0.6838342139346957,0.46430160277840443,0.2195326111562912,0.09093692367091975,0.08662422468877536,1.2142375444170597,3
n500_m3_r03.txt,500,3,minmax_balanced,96.18741655349731,3,True,1.7202044381830444,0.5743886204868649,0.5726320204320525,0.0017566000548123384,0.0007334621419472934,0.0006807718182875739,1.0017215530967227,3
n500_m5_r01.txt,500,5,minsum_default,2.177236318588257,5,True,1.6497858063539483,1.5938969362094324,0.007266867550740142,1.586630068658692,0.6320195569317216,0.7743497970254231,4.83061779920379,5
n500_m5_r01.txt,500,5,minsum_balanced,102.25053191184998,5,True,1.7268216844638864,0.39830474250958736,0.30140831592566486,0.0968964265839225,0.03782033262175324,0.059157209449304006,1.1532885708267155,5
n500_m5_r01.txt,500,5,minmax_balanced,84.07842254638672,5,True,1.792287021154169,0.3641881586330034,0.33930937399011035,0.02487878464289304,0.00963305540384033,0.011701708245867522,1.0159872674815198,5
n500_m5_r02.txt,500,5,minsum_default,0.9095354080200195,5,True,1.6695776254795742,1.636078431192813,0.004388891431785478,1.6316895397610276,0.6510895439433828,0.7837463704774628,4.89967763769852,5
n500_m5_r02.txt,500,5,minsum_balanced,88.49241971969604,5,True,1.7290703787129906,0.4166488002998916,0.28222931759480463,0.13441948270508697,0.044487649548813624,0.07075272272747539,1.2048347060633193,5
n500_m5_r02.txt,500,5,minmax_balanced,124.22563862800598,5,True,1.7649122269425161,0.3538198875544988,0.3518350567846062,0.0019848307698925967,0.0007074554048810988,0.001110032487173314,1.002372475393426,5
n500_m5_r03.txt,500,5,minsum_default,2.135767698287964,5,True,1.6757186345439592,1.6327976351145503,0.005435960632675704,1.6273616744818746,0.6488495288065884,0.7803900229658656,4.871932559128312,5
n500_m5_r03.txt,500,5,minsum_balanced,65.00749254226685,5,True,1.7408563662579073,0.38387233962263806,0.30240603141562145,0.0814663082070166,0.03465427107705719,0.05205964940795126,1.102538805219751,5
n500_m5_r03.txt,500,5,minmax_balanced,66.04838275909424,5,True,1.7788076961810206,0.35823820004567114,0.34863597961404647,0.009602220431624687,0.0036698473421007006,0.004844086972189833,1.0069615754833539,5
